taxon	date	lineage	rename	country	conflict	ambiguity_score	scorpio_call	scorpio_support	scorpio_conflict	scorpio_notes	version	pangolin_version	scorpio_version	constellation_version	is_designated	qc_status	qc_notes	note
hCoV-19|Bahrain|921226292|2021|EPI_ISL_14132896|2021-07-28	2021-07-28	B.1.617.2	Others	Other	0		Delta (B.1.617.2-like)	0,69	0,15	scorpio call: Alt alleles 9; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: B.1.617.2(2/2)
hCoV-19|Ireland|LK-NVRL-21IRL09044|2021|EPI_ISL_875408|2021-01-11	2021-01-11	B.1.177.68	Others	Other	0						PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.03	Assigned from designation hash.
hCoV-19|Bahrain|341278039|2021|EPI_ISL_14132984|2021-01-04	2021-01-04	AE.6	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: AE.6(1/1)
hCoV-19|Dominican_Republic|_2066705-LNSPDD|2022|EPI_ISL_15164641|2022-09-08	2022-09-08	BA.4.6	Omicron-BA.4	Other	0		Omicron (BA.4-like)	1	0	scorpio call: Alt alleles 64; Ref alleles 0; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.4.6(1/1)
hCoV-19|Estonia|RC0112015|2021|EPI_ISL_5460711|2021-09-29	2021-09-29	AY.122	Delta	Other	0		Delta (B.1.617.2-like)	1	0	scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Japan|PG-277400|2022|EPI_ISL_14141578|2022-07-04	2022-07-04	BA.5.1	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.1(1/1)
hCoV-19|New_Zealand|21CH0080|2021|EPI_ISL_3477094|2021-07-29	2021-07-29	AY.5	Delta	Other	0		Delta (B.1.617.2-like)	0,77	0	scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.07	Usher placements: AY.5(1/1)
hCoV-19|Panama|M267073-GMI|2022|EPI_ISL_16104840|2022-11-25	2022-11-25	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/2) BQ.1.1.57(1/2)
hCoV-19|Greece|Pedy_Virology_Crete-CR631|2022|EPI_ISL_16103327|2022-11-19	2022-11-19	BQ.1.23	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.23(1/1)
hCoV-19|New_Zealand|22ZA4330|2022|EPI_ISL_15956925|2022-11-16	2022-11-16	BR.2.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BR.2.1(1/1)
hCoV-19|Brazil|MG-FIOCRUZ-3448|2022|EPI_ISL_15963452|2022-11-18	2022-11-18	BE.10	Others	Other	0		Omicron (Unassigned)	0,94	0,03	scorpio call: Alt alleles 31; Ref alleles 1; Amb alleles 1; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|New_Zealand|22ZA4405|2022|EPI_ISL_15955900|2022-11-21	2022-11-21	BA.5.2.45	Omicron-BA.5	Other	0		Omicron (Unassigned)	0,88	0,03	scorpio call: Alt alleles 29; Ref alleles 1; Amb alleles 3; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: BA.5.2.45(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Guinea_Bissau|JPLNSP0033|2021|EPI_ISL_2110850|2021-02-03	2021-02-03	B.1.1.7	Alpha	Other	0		Alpha (B.1.1.7-like)	0,96	0,04	scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: B.1.1.7(2/2)
hCoV-19|India|MH-ICMR-NIV-NIV2225575|2022|EPI_ISL_16353068|2022-12-21	2022-12-21	XBB.1.5	Recombinant	Other	0,333333333		Omicron (Unassigned)	0,94	0	scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio found insufficient support to assign a specific lineage
hCoV-19|Morocco|1202|2022|EPI_ISL_16098033|2022-11-28	2022-11-28	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,93	0,02	scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 3; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/2) BQ.1.1.17(1/2)
hCoV-19|Singapore|15215|2022|EPI_ISL_16092837|2022-11-17	2022-11-17	XBB.1	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1
hCoV-19|Mexico|SON_InDRE_FB22388_E26319691472_S15510|2022|EPI_ISL_16083590|2022-11-16	2022-11-16	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/2) BQ.1.1.4(1/2)
hCoV-19|Singapore|16897|2022|EPI_ISL_16352231|2022-12-22	2022-12-22	BN.1.2	Others	Other	0		Omicron (BA.2-like)	0,97	0,02	scorpio call: Alt alleles 62; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BN.1.2(1/1)
hCoV-19|Mexico|MIC_InDRE_FB22430_E16319699927_S15532|2022|EPI_ISL_16083612|2022-11-17	2022-11-17	BA.5.1	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.1(1/1)
hCoV-19|Bonaire|BQ-RIVM-117583|2022|EPI_ISL_15762736|2022-10-29	2022-10-29	BF.16	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.16(1/1)
hCoV-19|Russia|LIP-RII-MH118098S|2022|EPI_ISL_16078120|2022-11-28	2022-11-28	BA.5.2	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,95	0,03	scorpio call: Alt alleles 58; Ref alleles 2; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2(3/3)
hCoV-19|Australia|SA467804|2022|EPI_ISL_15756276|2022-10-20	2022-10-20	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.1(1/1)
hCoV-19|Iran|171|2020|EPI_ISL_15754871|2020-02-20	2020-02-20	B.4	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: B.4(1/1)
hCoV-19|Panama|GMI-PA340450|2020|EPI_ISL_1502837|2020-04-13	2020-04-13	A.2.4	Ancestor	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: A.2.4(1/1)
hCoV-19|DRC|214214|2021|EPI_ISL_2135840|2021-03-04	2021-03-04	A.23.1	Ancestor	Other	0		A.23.1-like	0,83	0,17	scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: A.23.1(1/1)
hCoV-19|Mexico|COA-InDRE-37|2020|EPI_ISL_516619|2020-06-13	2020-06-13	B.1.1	Others	Other	0,333333333						PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.04	Assigned from designation hash.
hCoV-19|Guinea_Bissau|92LNSPGB|2020|EPI_ISL_2158604|2020-05-04	2020-05-04	B.1.1	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.04	Usher placements: B.1.1(1/1)
hCoV-19|South_Korea|KDCA3544|2020|EPI_ISL_2161056|2020-07-13	2020-07-13	B.1.1	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: B.1.1(2/2)
hCoV-19|Sri_Lanka|aicbu2493|2021|EPI_ISL_7146432|2021-11-19	2021-11-19	AY.104	Delta	Other	0		Delta (B.1.617.2-like)	1	0	scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: AY.104(1/1)
hCoV-19|USA|IL-CDC-LC0939063|2022|EPI_ISL_15975810|2022-11-15	2022-11-15	BF.13	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.13(1/1)
hCoV-19|Senegal|57499|2020|EPI_ISL_476151|2020-06-09	2020-06-09	B.1.1	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.09	Usher placements: B.1.1(2/2)
hCoV-19|Israel|CVL-13410|2021|EPI_ISL_2183615|2021-05-04	2021-05-04	B.1.617.2	Others	Other	0		Delta (B.1.617.2-like)	0,85	0	scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.07	Usher placements: B.1.617.2(1/1)
hCoV-19|India|GJ-INSACOG-GBRC2486|2021|EPI_ISL_5603047|2021-09-07	2021-09-07	AY.1	Delta	Other	0		Delta (B.1.617.2-like) +K417N	1	0	scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: AY.1(1/1)
hCoV-19|Bangladesh|icddrb-TND-05-0988|2022|EPI_ISL_14970751|2022-08-30	2022-08-30	BL.4	Others	Other	0		Omicron (Unassigned)	0,82	0	scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: BL.4(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Guyana|50817|2020|EPI_ISL_2230692|2020-03-27	2020-03-27	B.1	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: B.1(3/3)
hCoV-19|Guyana|50829|2021|EPI_ISL_2230698|2021-01-18	2021-01-18	A.2.5	Ancestor	Other	0						PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.04	Assigned from designation hash.
hCoV-19|Guyana|50831|2021|EPI_ISL_2230699|2021-01-01	2021-01-01	B.1.36.18	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: B.1.36.18(1/1)
hCoV-19|Egypt|NRC-6215|2020|EPI_ISL_2232334|2020-07-04	2020-07-04	C.17	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: C.17(1/1)
hCoV-19|USA|AZ-CDC-LC0947724|2022|EPI_ISL_16100965|2022-11-25	2022-11-25	BF.13	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.13(1/1)
hCoV-19|Finland|THL-20981|2022|EPI_ISL_16096221|2022-11-28	2022-11-28	BA.5.2.47	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|USA|NV-CDC-LC0965789|2022|EPI_ISL_16360910|2022-12-13	2022-12-13	BF.7.5	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.7.5(1/1)
hCoV-19|USA|DE-CDC-STM-2BJ4CMGTA|2022|EPI_ISL_16363722|2022-12-17	2022-12-17	BQ.1.1.68	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|USA|RI-CDC-LC0964751|2022|EPI_ISL_16361292|2022-12-18	2022-12-18	BQ.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1(1/1)
hCoV-19|Indonesia|JT-Undip-00328|2022|EPI_ISL_15990633|2022-11-16	2022-11-16	XBB.1	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1
hCoV-19|Germany|SH-RKI-I-1040365|2022|EPI_ISL_15991052|2022-11-16	2022-11-16	BF.7.21	Others	Other	0		Probable Omicron (BA.5-like)	0,9	0,07	scorpio call: Alt alleles 55; Ref alleles 4; Amb alleles 1; Oth alleles 1	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Guinea|Conakry_IPG6502|2020|EPI_ISL_2245946|2020-07-05	2020-07-05	B.1.1	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.09	Usher placements: B.1.1(2/2)
hCoV-19|USA|NC-CDC-QDX43989643|2022|EPI_ISL_16090442|2022-11-23	2022-11-23	BA.5.2.1	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2.1(1/1)
hCoV-19|USA|RI-CDC-LC0945687|2022|EPI_ISL_16088931|2022-11-26	2022-11-26	BQ.1.14	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|North_Macedonia|20443|2020|EPI_ISL_934314|2020-11-10	2020-11-10	B.1.1.58	Others	Other	0						PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|USA|IN-CDC-STM-7WNEGNH9Q|2022|EPI_ISL_16080986|2022-11-23	2022-11-23	BA.4.6	Omicron-BA.4	Other	0		Omicron (BA.4-like)	1	0	scorpio call: Alt alleles 64; Ref alleles 0; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.4.6(2/2)
hCoV-19|Botswana|R195B85_BHP_122080921|2022|EPI_ISL_16081966|2022-11-22	2022-11-22	BE.7	Others	Other	0		Omicron (Unassigned)	0,91	0,03	scorpio call: Alt alleles 30; Ref alleles 1; Amb alleles 2; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.09	Usher placements: BE.7(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Djibouti|NAMRU3_H095|2022|EPI_ISL_15748331|2022-08-07	2022-08-07	BA.5.1.23	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Denmark|DCGC-617874|2022|EPI_ISL_15999472|2022-11-28	2022-11-28	BF.14	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Niger|8084|2020|EPI_ISL_2281824|2020-07-17	2020-07-17	B.1.597	Others	Other	0						PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: B.1.597(1/1)
hCoV-19|Thailand|SI201712-NT|2020|EPI_ISL_437617|2020-02-03	2020-02-03	B	Others	Other	0						PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Argentina|PAIS-D0631|2022|EPI_ISL_16365567|2022-11-18	2022-11-18	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: BQ.1.1(1/1)
hCoV-19|Argentina|PAIS-D0634|2022|EPI_ISL_16365570|2022-11-18	2022-11-18	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.1(1/1)
hCoV-19|Uganda|907|2022|EPI_ISL_16359865|2022-12-05	2022-12-05	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,95	0,03	scorpio call: Alt alleles 58; Ref alleles 2; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: BQ.1.1(1/1)
hCoV-19|Uganda|831|2022|EPI_ISL_16359858|2022-11-18	2022-11-18	BA.4.6.3	Omicron-BA.4	Other	0		Omicron (BA.5-like)	0,95	0,03	scorpio call: Alt alleles 58; Ref alleles 2; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: BA.4.6.3(1/1); scorpio lineage BA.5 conflicts with inference lineage BA.4.6.3
hCoV-19|Morocco|NIH|1233|2022|EPI_ISL_16359845|2022-11-30	2022-11-30	BQ.1	Others	Other	0,5		Omicron (BA.5-like)	0,92	0,02	scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 3; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1(1/2) BQ.1.1(1/2)
hCoV-19|Australia|WA10336|2022|EPI_ISL_16360589|2022-12-19	2022-12-19	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/2) BQ.1.1.14(1/2)
hCoV-19|Brazil|AM-FIOCRUZ-ILMD2206865|2022|EPI_ISL_16358463|2022-11-17	2022-11-17	BE.9	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BE.9(1/1)
hCoV-19|Brazil|AM-FIOCRUZ-ILMD2206829|2022|EPI_ISL_16358454|2022-11-16	2022-11-16	BE.9	Others	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.3.1(1/2) BE.9(1/2)
hCoV-19|Beijing|BJCDC-2962|2022|EPI_ISL_16357579|2022-11-25	2022-11-25	BF.7.14	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Trinidad_and_Tobago|403419|2022|EPI_ISL_16003247|2022-11-19	2022-11-19	BE.1.2.1	Others	Other	0		Omicron (Unassigned)	0,88	0,03	scorpio call: Alt alleles 29; Ref alleles 1; Amb alleles 3; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.09	Usher placements: BE.1.2.1(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Cambodia|2217272|2022|EPI_ISL_16355660|2022-12-18	2022-12-18	XBB	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB
hCoV-19|Costa_Rica|INC-8844-777617|2022|EPI_ISL_16347169|2022-12-10	2022-12-10	BQ.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1(1/1)
hCoV-19|Costa_Rica|INC-8435-775629|2022|EPI_ISL_16347366|2022-11-21	2022-11-21	BE.1.2.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BE.1.2.1(1/1)
hCoV-19|Costa_Rica|INC-8559-775894|2022|EPI_ISL_16347490|2022-11-28	2022-11-28	BA.5.2.9	Omicron-BA.5	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2.9(1/1)
hCoV-19|Costa_Rica|INC-8657-775865|2022|EPI_ISL_16346982|2022-11-28	2022-11-28	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/1)
hCoV-19|Costa_Rica|INC-8482-775272|2022|EPI_ISL_16347413|2022-11-15	2022-11-15	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(2/4) BQ.1.1.18(1/4) BQ.1.1.56(1/4)
hCoV-19|Costa_Rica|INC-8637-776813|2022|EPI_ISL_16346961|2022-11-30	2022-11-30	XBB.1.15	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.15(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.15
hCoV-19|Israel|ICH-741193988|2022|EPI_ISL_16348693|2022-12-18	2022-12-18	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PANGO-v1.19	4,2	0.3.17	v0.1.10	TRUE	pass	Ambiguous_content:0.02	Assigned from designation hash.
hCoV-19|Costa_Rica|INC-8955-777976|2022|EPI_ISL_16347278|2022-12-09	2022-12-09	XBB.1	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1
